"total_result","total_line","roof","surface","temp","wind","div_game"
"Over",43,"outdoors","grass",67,0,1
"Under",40.5,"outdoors","fieldturf",67,4,0
"Under",39.5,"dome","astroplay",72,0,1
"Over",38.5,"closed","grass",72,0,0
"Under",47,"outdoors","grass",72,6,1
"Under",45.5,"outdoors","grass",86,7,0
"Over",54,"outdoors","grass",64,7,0
"Over",44.5,"outdoors","grass",89,11,0
"Under",46,"outdoors","grass",63,6,1
"Over",41,"closed","matrixturf",72,0,0
"Under",37.5,"dome","astroplay",72,0,1
"Under",45,"outdoors","fieldturf",49,6,0
"Over",49.5,"closed","fieldturf",72,0,0
"Under",46.5,"outdoors","grass",47,0,0
"Over",44,"outdoors","fieldturf",51,2,0
"Under",44,"outdoors","grass",48,4,0
"Under",50.5,"outdoors","grass",52,3,0
"Under",42.5,"outdoors","grass",63,6,0
"Over",38.5,"outdoors","grass",88,3,0
"Under",44,"dome","sportturf",72,0,0
"Over",50.5,"outdoors","fieldturf",54,4,0
"Over",45.5,"outdoors","grass",62,8,0
"Over",53,"dome","sportturf",72,0,0
"Under",40.5,"outdoors","fieldturf",52,4,0
"Over",42.5,"outdoors","grass",64,2,0
"Under",49,"dome","fieldturf",72,0,0
"Over",45.5,"outdoors","sportturf",69,11,0
"Over",42,"outdoors","grass",70,19,1
"Under",38,"outdoors","grass",84,20,0
"Over",43.5,"outdoors","fieldturf",65,14,0
"Over",47.5,"outdoors","grass",66,15,0
"Over",39.5,"outdoors","grass",85,9,0
"Under",44,"closed","grass",72,0,0
"Over",42.5,"outdoors","fieldturf",63,9,0
"Under",46.5,"outdoors","grass",61,7,0
"Over",44,"outdoors","grass",74,14,0
"Over",46.5,"closed","grass",72,0,0
"Over",47.5,"outdoors","grass",78,7,1
"Under",37.5,"outdoors","grass",80,15,1
"Over",47,"outdoors","astroturf",55,15,0
"Under",45,"outdoors","grass",62,8,0
"Over",47,"closed","grass",72,0,0
"Under",46.5,"open","fieldturf",72,0,0
"Under",38.5,"dome","sportturf",72,0,0
"Under",51.5,"outdoors","fieldturf",61,11,1
"Over",45,"dome","astroplay",72,0,0
"Over",49.5,"outdoors","grass",77,8,1
"Over",47.5,"outdoors","fieldturf",62,13,1
"Over",44.5,"outdoors","grass",62,11,0
"Under",46.5,"outdoors","fieldturf",55,1,1
"Under",45.5,"outdoors","grass",63,8,1
"Over",43,"dome","sportturf",72,0,0
"Over",41.5,"outdoors","grass",49,18,0
"Under",40.5,"outdoors","grass",44,19,0
"Over",42.5,"dome","fieldturf",72,0,0
"Under",45,"outdoors","grass",44,10,0
"Over",38.5,"outdoors","fieldturf",60,9,1
"Over",43.5,"outdoors","grass",58,16,0
"Under",44.5,"outdoors","grass",45,10,0
"Over",46,"outdoors","astroplay",49,9,0
"Under",46.5,"outdoors","grass",52,18,1
"Over",41.5,"outdoors","grass",50,3,1
"Over",47.5,"open","matrixturf",63,7,1
"Under",55,"outdoors","grass",59,5,0
"Under",37.5,"closed","grass",72,0,1
"Over",41,"outdoors","grass",63,12,1
"Over",47.5,"outdoors","fieldturf",48,1,0
"Under",44,"outdoors","grass",39,8,1
"Over",43,"outdoors","grass",39,7,0
"Under",47.5,"closed","grass",72,0,0
"Under",44,"closed","fieldturf",72,0,0
"Over",44,"outdoors","grass",81,10,0
"Over",44,"outdoors","grass",50,6,0
"Under",48,"outdoors","grass",50,3,0
"Over",47,"outdoors","grass",71,7,0
"Over",38,"outdoors","fieldturf",60,5,0
"Under",48,"outdoors","fieldturf",44,5,0
"Under",47,"dome","fieldturf",72,0,0
"Under",52,"dome","sportturf",72,0,0
"Under",43.5,"outdoors","grass",50,0,1
"Over",48,"outdoors","sportturf",61,6,0
"Over",46.5,"outdoors","grass",71,5,0
"Under",47,"outdoors","fieldturf",69,16,0
"Under",44,"outdoors","grass",78,20,0
"Over",46,"dome","sportturf",72,0,1
"Over",54,"outdoors","fieldturf",60,12,1
"Over",54,"dome","sportturf",72,0,1
"Over",46.5,"outdoors","grass",80,10,0
"Under",38,"outdoors","fieldturf",43,2,0
"Over",44,"outdoors","grass",63,7,1
"Over",38,"outdoors","grass",55,5,1
"Under",37,"outdoors","grass",54,8,0
"Under",39.5,"outdoors","grass",45,16,0
"Under",46,"outdoors","astroturf",35,5,1
"Under",43,"dome","fieldturf",72,0,0
"Over",46,"outdoors","grass",53,9,1
"Under",43.5,"closed","matrixturf",72,0,0
"Under",53.5,"dome","fieldturf",72,0,1
"Over",40.5,"closed","grass",72,0,1
"Under",41,"outdoors","grass",59,15,0
"Over",38,"dome","astroplay",72,0,0
"Under",46,"outdoors","grass",52,9,1
"Under",56.5,"outdoors","grass",61,3,0
"Over",47.5,"outdoors","grass",62,3,1
"Over",54.5,"outdoors","fieldturf",42,14,0
"Under",41,"outdoors","grass",46,5,1
"Over",34,"outdoors","grass",64,12,0
"Over",48.5,"dome","fieldturf",72,0,0
"Over",47,"closed","matrixturf",72,0,1
"Over",48,"outdoors","fieldturf",46,2,1
"Under",38.5,"outdoors","grass",41,5,1
"Under",50.5,"outdoors","fieldturf",41,9,0
"Over",33,"outdoors","grass",34,10,1
"Under",51,"closed","fieldturf",72,0,0
"Under",45,"outdoors","grass",60,4,1
"Under",41.5,"outdoors","grass",52,5,1
"Over",37.5,"outdoors","grass",72,6,0
"Under",50.5,"outdoors","grass",65,7,1
"Under",46.5,"outdoors","grass",59,1,0
"Over",36,"closed","grass",72,0,1
"Over",50,"dome","sportturf",72,0,0
"Under",50,"outdoors","fieldturf",34,17,0
"Over",41.5,"outdoors","grass",36,2,0
"Under",54.5,"dome","fieldturf",72,0,1
"Over",41,"outdoors","astroturf",52,17,0
"Over",36.5,"outdoors","grass",61,4,0
"Over",51.5,"dome","fieldturf",72,0,0
"Under",47,"outdoors","grass",45,8,1
"Over",41,"outdoors","grass",61,0,0
"Under",51,"outdoors","grass",77,18,1
"Under",37,"outdoors","fieldturf",46,6,0
"Under",40.5,"dome","astroplay",72,0,1
"Under",47.5,"outdoors","grass",66,19,1
"Over",50,"outdoors","grass",64,4,0
"Over",36.5,"outdoors","sportturf",57,9,1
"Under",39.5,"outdoors","grass",61,21,0
"Under",45,"outdoors","grass",66,14,0
"Over",44,"closed","matrixturf",72,0,1
"Under",50,"outdoors","grass",55,1,1
"Under",47,"outdoors","grass",57,7,1
"Under",42,"outdoors","astroturf",37,14,0
"Over",46.5,"outdoors","grass",70,4,1
"Under",46,"outdoors","fieldturf",53,6,0
"Under",38,"outdoors","grass",44,5,0
"Over",47,"closed","fieldturf",72,0,1
"Under",39.5,"outdoors","grass",67,10,0
"Under",40.5,"dome","sportturf",72,0,1
"Over",37.5,"outdoors","grass",45,10,0
"Under",47.5,"outdoors","grass",69,1,0
"Over",47.5,"outdoors","grass",51,7,0
"Over",38.5,"outdoors","grass",62,3,0
"Over",52.5,"outdoors","fieldturf",42,1,0
"Over",36,"outdoors","fieldturf",48,8,1
"Under",49.5,"outdoors","grass",33,10,1
"Over",50.5,"outdoors","fieldturf",59,7,0
"Over",45,"outdoors","grass",36,1,0
"Under",50,"dome","fieldturf",72,0,0
"Over",48,"outdoors","sportturf",53,7,0
"Under",43,"outdoors","grass",44,9,1
"Over",40.5,"outdoors","grass",59,18,0
"Under",47.5,"closed","grass",72,0,1
"Under",38.5,"outdoors","grass",80,13,0
"Under",54.5,"dome","sportturf",72,0,1
"Over",39,"dome","astroplay",72,0,0
"Over",43.5,"closed","grass",72,0,0
"Over",44,"dome","astroturf",72,0,0
"Under",45,"outdoors","grass",59,6,0
"Over",45.5,"closed","matrixturf",72,0,0
"Under",44,"outdoors","grass",54,2,1
"Over",47,"outdoors","fieldturf",34,5,0
"Under",40,"outdoors","grass",54,10,0
"Under",50,"dome","fieldturf",72,0,0
"Under",47.5,"outdoors","grass",53,3,0
"Over",55,"closed","matrixturf",72,0,0
"Over",44,"outdoors","grass",24,9,0
"Under",43,"closed","grass",72,0,0
"Under",51.5,"outdoors","grass",58,0,0
"Under",41.5,"outdoors","grass",25,6,0
"Under",43.5,"outdoors","grass",73,8,1
"Over",37,"outdoors","fieldturf",39,13,0
"Over",46,"outdoors","grass",40,11,1
"Under",40,"outdoors","grass",35,10,1
"Under",43.5,"outdoors","grass",59,8,0
"Over",43.5,"outdoors","grass",51,15,0
"Over",35.5,"closed","grass",72,0,0
"Under",48,"outdoors","sportturf",51,7,0
"Over",40,"outdoors","fieldturf",45,3,1
"Under",46,"dome","fieldturf",72,0,1
"Under",40.5,"outdoors","astroturf",28,18,1
"Under",43,"outdoors","fieldturf",26,8,1
"Over",46,"dome","fieldturf",72,0,1
"Under",47,"closed","fieldturf",72,0,1
"Over",53.5,"dome","sportturf",72,0,1
"Over",44,"outdoors","fieldturf",32,13,1
"Under",36.5,"outdoors","grass",28,12,1
"Over",42,"outdoors","grass",39,4,1
"Under",41,"outdoors","grass",35,10,1
"Over",45.5,"dome","sportturf",72,0,1
"Under",48,"outdoors","fieldturf",28,15,1
"Over",41,"outdoors","grass",50,3,1
"Under",41.5,"outdoors","fieldturf",41,1,1
"Over",39,"outdoors","grass",50,5,1
"Under",49,"outdoors","grass",37,9,1
"Under",42.5,"closed","grass",72,0,0
"Under",44,"outdoors","grass",29,9,1
"Under",47.5,"outdoors","sportturf",49,8,0
"Under",44.5,"outdoors","grass",52,3,0
"Over",44,"outdoors","grass",13,8,0
"Over",45,"outdoors","grass",48,5,0
"Over",46,"dome","fieldturf",72,0,0
"Over",50.5,"outdoors","fieldturf",51,10,0
"Over",47.5,"dome","fieldturf",72,0,0
"Under",49.5,"outdoors","fieldturf",41,18,0
"Over",47.5,"dome","astroturf",72,0,0
"Over",48.5,"outdoors","grass",83,7,0
"Under",50.5,"outdoors","astroturf",65,11,1
"Under",44.5,"outdoors","grass",87,7,0
"Over",41.5,"outdoors","grass",73,11,0
"Under",40.5,"outdoors","grass",70,13,0
"Over",46,"dome","fieldturf",72,0,1
"Under",45,"closed","fieldturf",72,0,0
"Under",42.5,"outdoors","grass",85,10,0
"Under",54.5,"dome","sportturf",72,0,1
"Under",40,"outdoors","fieldturf",82,9,0
"Under",42,"outdoors","grass",73,9,0
"Over",47,"outdoors","grass",69,6,0
"Over",42.5,"dome","astroplay",72,0,1
"Over",49.5,"closed","matrixturf",72,0,1
"Over",51,"outdoors","grass",80,9,1
"Over",44,"outdoors","grass",70,10,0
"Under",43,"outdoors","fieldturf",72,8,1
"Over",47.5,"dome","fieldturf",72,0,0
"Under",43.5,"outdoors","sportturf",75,6,1
"Over",43.5,"outdoors","astroturf",65,10,0
"Over",41,"outdoors","grass",60,6,1
"Over",48.5,"outdoors","grass",56,4,0
"Over",42.5,"closed","grass",72,0,1
"Over",43.5,"open","fieldturf",72,0,0
"Under",45,"outdoors","grass",72,6,0
"Over",51,"outdoors","grass",71,6,0
"Under",47.5,"closed","grass",72,0,0
"Under",48.5,"outdoors","grass",93,8,1
"Over",52.5,"outdoors","fieldturf",70,3,0
"Under",40.5,"outdoors","grass",76,10,0
"Under",43.5,"outdoors","fieldturf",64,6,1
"Under",40,"outdoors","fieldturf",62,5,1
"Under",50,"outdoors","grass",73,4,0
"Under",44.5,"outdoors","sportturf",73,9,0
"Under",46.5,"outdoors","grass",75,15,0
"Over",49.5,"outdoors","fieldturf",63,13,0
"Under",47.5,"closed","matrixturf",72,0,0
"Over",40,"dome","sportturf",72,0,0
"Under",44.5,"outdoors","fieldturf",65,9,0
"Under",48.5,"dome","sportturf",72,0,0
"Under",43,"outdoors","grass",72,7,0
"Under",48.5,"outdoors","grass",72,8,0
"Over",45.5,"outdoors","grass",89,8,0
"Over",41,"outdoors","fieldturf",67,24,1
"Over",39,"outdoors","fieldturf",61,17,0
"Under",45.5,"outdoors","grass",66,5,0
"Over",40.5,"outdoors","grass",56,5,0
"Over",48.5,"outdoors","grass",64,16,1
"Over",43,"dome","astroplay",72,0,1
"Under",45,"outdoors","astroturf",67,15,0
"Under",42.5,"outdoors","grass",68,9,1
"Over",48,"dome","fieldturf",72,0,1
"Over",41,"closed","grass",72,0,0
"Under",42.5,"outdoors","grass",80,12,1
"Under",43.5,"outdoors","grass",66,0,0
"Over",41.5,"outdoors","grass",54,11,0
"Under",40,"outdoors","grass",84,5,0
"Over",40.5,"outdoors","grass",74,4,0
"Over",57.5,"outdoors","grass",76,8,0
"Under",45.5,"outdoors","grass",77,13,0
"Over",47,"outdoors","grass",80,7,0
"Over",49,"dome","fieldturf",72,0,0
"Over",48.5,"dome","sportturf",72,0,0
"Over",40.5,"outdoors","grass",75,6,0
"Under",50.5,"outdoors","grass",60,10,0
"Under",45.5,"outdoors","fieldturf",68,7,0
"Under",53,"outdoors","grass",59,10,1
"Over",43.5,"closed","fieldturf",72,0,0
"Over",42.5,"outdoors","grass",87,5,0
"Over",53.5,"outdoors","fieldturf",66,6,1
"Over",40.5,"dome","astroplay",72,0,0
"Over",38,"outdoors","grass",74,10,0
"Under",41,"closed","grass",72,0,0
"Over",56.5,"closed","matrixturf",72,0,0
"Under",43,"outdoors","grass",76,9,0
"Under",46,"outdoors","grass",70,2,1
"Over",45,"dome","fieldturf",72,0,0
"Over",46.5,"outdoors","grass",63,10,0
"Under",48.5,"outdoors","sportturf",61,10,0
"Over",41,"outdoors","astroturf",65,11,0
"Over",44,"outdoors","grass",66,8,0
"Over",43,"closed","grass",72,0,0
"Under",41,"outdoors","grass",63,7,1
"Over",44.5,"dome","sportturf",72,0,0
"Under",40.5,"outdoors","fieldturf",62,10,0
"Over",44.5,"outdoors","grass",82,3,0
"Over",53,"outdoors","grass",59,7,0
"Under",42,"outdoors","fieldturf",51,4,0
"Over",51.5,"outdoors","fieldturf",59,7,0
"Over",40.5,"outdoors","grass",65,5,1
"Under",52,"closed","matrixturf",72,0,1
"Under",50.5,"outdoors","grass",69,13,0
"Over",41,"closed","grass",72,0,1
"Over",43,"dome","fieldturf",72,0,1
"Over",42,"outdoors","grass",68,4,0
"Over",45.5,"dome","fieldturf",72,0,0
"Under",44.5,"outdoors","grass",73,12,0
"Over",43.5,"outdoors","grass",87,5,1
"Over",43,"outdoors","fieldturf",63,11,1
"Under",55,"outdoors","grass",60,13,1
"Over",47.5,"outdoors","grass",61,13,0
"Over",41,"outdoors","grass",68,3,0
"Under",45,"outdoors","grass",46,8,0
"Under",38.5,"outdoors","grass",70,15,0
"Under",41,"outdoors","grass",57,14,1
"Over",54.5,"open","fieldturf",72,0,0
"Under",47.5,"outdoors","fieldturf",57,4,0
"Over",39,"outdoors","grass",70,5,1
"Over",51,"dome","fieldturf",72,0,0
"Over",40,"outdoors","grass",60,13,0
"Over",39,"outdoors","grass",52,4,0
"Under",46.5,"outdoors","fieldturf",53,13,1
"Over",48,"dome","sportturf",72,0,0
"Under",49,"outdoors","grass",56,13,1
"Over",40.5,"outdoors","fieldturf",57,3,0
"Under",40,"outdoors","grass",56,17,0
"Under",44.5,"closed","grass",72,0,0
"Over",58,"outdoors","grass",69,8,0
"Over",47.5,"dome","sportturf",72,0,1
"Under",43,"dome","astroplay",72,0,1
"Under",42,"outdoors","grass",79,8,0
"Under",40.5,"outdoors","astroturf",36,7,0
"Under",46.5,"outdoors","grass",62,12,1
"Under",51,"closed","matrixturf",72,0,0
"Over",45.5,"outdoors","fieldturf",48,14,0
"Over",41,"dome","astroplay",72,0,0
"Over",49.5,"outdoors","grass",57,20,0
"Over",45.5,"outdoors","grass",62,6,0
"Over",40,"outdoors","fieldturf",48,4,0
"Over",41.5,"outdoors","grass",46,9,1
"Over",42.5,"outdoors","fieldturf",44,6,0
"Over",42.5,"closed","grass",72,0,1
"Under",50.5,"outdoors","grass",49,14,1
"Over",48,"dome","sportturf",72,0,0
"Under",47,"dome","fieldturf",72,0,0
"Under",44,"outdoors","sportturf",60,17,1
"Under",52,"outdoors","grass",47,6,1
"Under",47,"outdoors","grass",45,12,0
"Over",43,"closed","fieldturf",72,0,0
"Over",41,"outdoors","fieldturf",49,14,0
"Under",42.5,"outdoors","grass",46,21,0
"Over",41.5,"outdoors","grass",62,6,1
"Under",43,"outdoors","grass",62,6,0
"Over",41.5,"closed","grass",72,0,0
"Under",56,"outdoors","grass",78,6,1
"Over",54,"dome","sportturf",72,0,0
"Over",39,"outdoors","grass",73,5,0
"Over",42,"outdoors","grass",44,3,1
"Over",39.5,"outdoors","astroturf",62,14,1
"Over",41,"outdoors","grass",68,17,0
"Over",40,"outdoors","fieldturf",62,7,1
"Over",41,"closed","grass",72,0,0
"Over",40.5,"outdoors","grass",76,8,0
"Under",54.5,"outdoors","grass",64,7,1
"Over",45,"outdoors","grass",60,12,0
"Over",44,"outdoors","grass",79,6,1
"Under",44,"outdoors","grass",81,12,0
"Under",50,"dome","sportturf",72,0,0
"Under",41,"outdoors","fieldturf",59,2,0
"Over",45,"outdoors","fieldturf",50,14,0
"Under",48.5,"outdoors","grass",43,6,1
"Under",46.5,"outdoors","grass",59,8,0
"Under",52.5,"dome","fieldturf",72,0,1
"Under",38,"outdoors","sportturf",33,26,0
"Under",40,"outdoors","grass",20,31,1
"Under",48.5,"dome","fieldturf",72,0,0
"Over",44.5,"outdoors","grass",19,10,1
"Under",44,"closed","grass",72,0,1
"Over",43,"outdoors","grass",24,3,1
"Under",40,"outdoors","grass",82,13,0
"Over",46,"dome","astroplay",72,0,0
"Over",44.5,"closed","grass",72,0,0
"Under",42,"outdoors","grass",58,5,0
"Over",44.5,"outdoors","fieldturf",25,6,1
"Over",54,"outdoors","fieldturf",22,22,0
"Under",45.5,"outdoors","grass",35,12,0
"Over",48.5,"dome","fieldturf",72,0,1
"Over",49.5,"closed","matrixturf",72,0,0
"Over",40.5,"outdoors","sportturf",37,2,1
"Under",41,"outdoors","grass",56,2,1
"Over",39.5,"outdoors","grass",40,7,0
"Over",49.5,"closed","grass",72,0,0
"Under",46,"closed","fieldturf",72,0,1
"Under",48.5,"dome","sportturf",72,0,1
"Under",39.5,"outdoors","fieldturf",48,4,1
"Under",48,"outdoors","grass",46,4,0
"Over",48,"dome","astroturf",72,0,0
"Under",40.5,"outdoors","grass",59,6,1
"Over",50.5,"outdoors","grass",55,4,1
"Under",48.5,"outdoors","grass",77,5,0
"Under",45.5,"outdoors","grass",43,0,1
"Under",48.5,"outdoors","fieldturf",41,6,0
"Over",43.5,"outdoors","grass",72,7,1
"Over",41.5,"outdoors","sportturf",33,7,0
"Over",43,"outdoors","fieldturf",25,7,0
"Under",47,"outdoors","grass",9,6,0
"Over",47.5,"outdoors","fieldturf",30,5,0
"Over",39,"outdoors","fieldturf",33,6,0
"Under",54,"outdoors","grass",27,6,0
"Over",40.5,"outdoors","grass",25,9,0
"Under",42.5,"outdoors","grass",82,13,0
"Over",44,"outdoors","grass",30,10,0
"Over",49.5,"outdoors","grass",18,5,0
"Under",41,"closed","grass",72,0,1
"Over",46.5,"outdoors","grass",53,8,0
"Under",41,"outdoors","grass",43,5,1
"Under",47,"dome","sportturf",72,0,1
"Over",49,"outdoors","grass",8,14,0
"Under",56.5,"outdoors","grass",37,2,1
"Over",50,"dome","fieldturf",72,0,0
"Over",43.5,"outdoors","grass",25,12,0
"Under",47,"closed","fieldturf",72,0,1
"Over",43,"outdoors","grass",60,20,0
"Under",46.5,"outdoors","grass",84,14,1
"Over",53,"dome","sportturf",72,0,0
"Under",43.5,"outdoors","fieldturf",36,7,0
"Over",41,"outdoors","grass",70,7,0
"Over",40.5,"outdoors","grass",54,11,0
"Over",44,"outdoors","grass",64,6,1
"Over",49.5,"closed","matrixturf",72,0,0
"Under",48,"dome","astroplay",72,0,0
"Over",43,"outdoors","grass",37,4,0
"Over",44,"outdoors","grass",26,20,1
"Under",49,"dome","fieldturf",72,0,0
"Under",42,"outdoors","astroturf",41,8,1
"Under",44.5,"outdoors","grass",72,18,1
"Over",48,"outdoors","fieldturf",53,11,0
"Under",53,"closed","grass",72,0,0
"Under",44,"outdoors","grass",79,13,1
"Under",46.5,"outdoors","grass",22,10,0
"Under",41.5,"outdoors","fieldturf",70,12,0
"Under",43,"dome","astroplay",72,0,0
"Under",51,"outdoors","grass",65,5,1
"Under",47,"dome","fieldturf",72,0,0
"Under",42.5,"outdoors","fieldturf",48,6,1
"Over",45,"outdoors","sportturf",65,8,0
"Over",43.5,"outdoors","grass",23,13,0
"Under",50,"outdoors","grass",67,7,1
"Over",53.5,"outdoors","grass",62,11,0
"Over",46,"outdoors","grass",60,0,0
"Under",46.5,"dome","fieldturf",72,0,1
"Over",43,"outdoors","fieldturf",43,3,1
"Under",45,"closed","fieldturf",72,0,1
"Under",41,"outdoors","grass",79,12,1
"Under",50,"dome","sportturf",72,0,1
"Under",44,"outdoors","fieldturf",40,2,1
"Under",44.5,"outdoors","grass",40,5,1
"Under",44.5,"outdoors","grass",53,4,1
"Over",41,"closed","grass",72,0,1
"Over",51,"outdoors","grass",26,16,1
"Over",46.5,"outdoors","fieldturf",39,8,1
"Over",47,"dome","sportturf",72,0,1
"Under",53.5,"outdoors","grass",70,8,1
"Over",45,"outdoors","grass",73,1,1
"Under",41,"outdoors","fieldturf",40,5,1
"Under",54,"closed","matrixturf",72,0,1
"Over",48,"closed","fieldturf",72,0,0
"Under",55.5,"outdoors","grass",25,5,0
"Under",47.5,"outdoors","fieldturf",42,5,0
"Under",46.5,"outdoors","grass",5,10,0
"Under",44,"outdoors","fieldturf",48,20,0
"Over",51,"outdoors","fieldturf",57,18,0
"Under",41,"outdoors","grass",54,8,0
"Under",55,"outdoors","grass",41,17,1
"Under",56.5,"outdoors","grass",63,9,0
"Under",40,"outdoors","fieldturf",43,1,1
"Over",47,"outdoors","fieldturf",49,4,0
"Over",46.5,"outdoors","fieldturf",71,11,0
"Over",51,"dome","fieldturf",72,0,1
"Under",43.5,"outdoors","sportturf",74,8,1
"Under",47,"outdoors","grass",74,3,0
"Under",43.5,"closed","grass",72,0,0
"Under",45.5,"outdoors","grass",69,7,0
"Over",47.5,"outdoors","grass",89,0,1
"Under",41,"outdoors","fieldturf",76,12,0
"Over",49,"outdoors","grass",75,9,0
"Over",41.5,"outdoors","grass",71,6,1
"Under",43.5,"dome","astroplay",72,0,0
"Under",49,"closed","matrixturf",72,0,0
"Under",38.5,"outdoors","grass",88,6,1
"Over",52.5,"outdoors","grass",75,6,0
"Over",45,"dome","fieldturf",72,0,0
"Under",45.5,"closed","grass",72,0,0
"Under",44,"outdoors","sportturf",82,6,1
"Under",43,"outdoors","astroturf",58,4,1
"Under",43.5,"outdoors","grass",70,9,0
"Under",48.5,"outdoors","fieldturf",66,4,0
"Over",49.5,"outdoors","grass",61,6,0
"Under",49,"outdoors","fieldturf",58,0,0
"Under",41.5,"outdoors","fieldturf",66,1,0
"Under",49.5,"outdoors","grass",75,2,0
"Over",43,"outdoors","grass",65,6,0
"Over",45,"outdoors","grass",94,8,0
"Under",37.5,"outdoors","grass",88,8,0
"Under",49,"outdoors","grass",85,7,1
"Over",46.5,"outdoors","grass",63,15,0
"Over",41,"outdoors","grass",67,16,0
"Over",47,"outdoors","grass",78,10,0
"Over",53.5,"closed","fieldturf",72,0,0
"Over",47,"dome","fieldturf",72,0,1
"Under",45.5,"outdoors","astroturf",72,24,0
"Under",44.5,"outdoors","fieldturf",74,20,0
"Over",43,"outdoors","grass",71,23,1
"Under",51,"dome","fieldturf",72,0,1
"Over",45.5,"outdoors","grass",85,5,1
"Under",47.5,"outdoors","fieldturf",78,11,0
"Under",49.5,"dome","sportturf",72,0,0
"Over",41.5,"outdoors","fieldturf",70,4,0
"Over",50.5,"outdoors","grass",79,4,1
"Over",45,"dome","astroplay",72,0,0
"Under",41,"closed","grass",72,0,1
"Over",43,"outdoors","grass",88,4,0
"Under",48,"outdoors","fieldturf",70,7,0
"Over",42.5,"outdoors","grass",79,7,0
"Over",44.5,"outdoors","fieldturf",60,10,0
"Over",44.5,"outdoors","grass",64,4,1
"Over",42.5,"outdoors","sportturf",78,4,0
"Over",51,"outdoors","grass",70,3,1
"Under",44,"closed","grass",72,0,0
"Over",45.5,"open","fieldturf",72,0,1
"Under",43.5,"outdoors","fieldturf",80,0,0
"Over",41,"outdoors","grass",74,6,0
"Over",44.5,"outdoors","grass",74,3,0
"Over",45,"outdoors","grass",73,8,0
"Over",48,"outdoors","fieldturf",82,0,0
"Under",48.5,"outdoors","grass",72,4,0
"Over",53.5,"closed","matrixturf",72,0,0
"Over",45,"outdoors","grass",82,3,0
"Over",46.5,"outdoors","grass",62,6,1
"Over",46.5,"outdoors","grass",60,7,0
"Under",47.5,"closed","matrixturf",72,0,0
"Under",43,"dome","fieldturf",72,0,0
"Under",49.5,"open","fieldturf",72,0,0
"Under",47,"outdoors","grass",71,10,0
"Over",47.5,"dome","sportturf",72,0,1
"Under",50.5,"outdoors","fieldturf",55,9,0
"Over",48,"outdoors","grass",59,16,0
"Over",44.5,"outdoors","grass",67,13,0
"Over",47,"outdoors","grass",71,10,0
"Under",44.5,"outdoors","grass",91,8,0
"Under",43.5,"outdoors","grass",85,1,0
"Over",46,"outdoors","fieldturf",47,2,0
"Under",45.5,"outdoors","grass",67,4,0
"Over",46,"closed","grass",72,0,1
"Over",44,"outdoors","astroturf",55,6,1
"Over",43.5,"outdoors","fieldturf",60,5,0
"Under",46.5,"outdoors","grass",58,13,1
"Over",46.5,"outdoors","grass",86,13,0
"Under",43,"outdoors","fieldturf",53,0,1
"Over",47,"outdoors","fieldturf",61,5,0
"Over",44,"outdoors","grass",84,6,0
"Under",42.5,"outdoors","grass",67,7,1
"Over",43.5,"outdoors","grass",77,5,1
"Over",47,"closed","grass",72,0,0
"Under",55.5,"dome","fieldturf",72,0,0
"Over",47,"outdoors","fieldturf",60,6,0
"Under",50.5,"outdoors","grass",57,5,1
"Over",44,"dome","astroplay",72,0,1
"Over",44.5,"outdoors","fieldturf",64,9,1
"Under",49.5,"outdoors","sportturf",54,14,0
"Under",43.5,"outdoors","astroturf",41,9,0
"Under",47.5,"outdoors","grass",50,10,0
"Over",45.5,"dome","fieldturf",72,0,0
"Over",48.5,"outdoors","grass",48,12,0
"Under",50.5,"open","fieldturf",72,0,0
"Under",44.5,"outdoors","grass",76,8,0
"Over",43.5,"dome","astroplay",72,0,1
"Under",46,"outdoors","grass",55,13,0
"Under",46,"outdoors","grass",75,2,1
"Over",47,"closed","matrixturf",72,0,1
"Under",46,"outdoors","grass",69,6,0
"Over",48,"outdoors","grass",67,4,0
"Over",44.5,"outdoors","grass",57,6,0
"Over",51,"outdoors","grass",68,3,1
"Under",45,"outdoors","fieldturf",59,13,0
"Under",44.5,"outdoors","grass",77,9,0
"Over",44.5,"outdoors","fieldturf",62,6,1
"Under",42,"outdoors","grass",76,6,0
"Under",44.5,"outdoors","grass",70,8,0
"Over",51,"outdoors","fieldturf",54,14,0
"Over",40,"outdoors","fieldturf",59,16,1
"Under",43,"outdoors","grass",77,5,0
"Over",43,"outdoors","grass",73,2,1
"Under",49,"closed","grass",72,0,0
"Under",44.5,"outdoors","grass",55,20,0
"Over",48,"outdoors","grass",62,12,0
"Over",55,"dome","sportturf",72,0,0
"Under",49,"closed","matrixturf",72,0,1
"Under",48.5,"outdoors","grass",58,3,1
"Over",44,"outdoors","fieldturf",42,3,0
"Under",44,"outdoors","grass",42,8,0
"Under",45,"closed","matrixturf",72,0,0
"Over",48.5,"closed","grass",72,0,0
"Under",41.5,"outdoors","grass",57,20,0
"Under",45.5,"outdoors","grass",70,16,0
"Over",43.5,"outdoors","fieldturf",50,10,0
"Under",44,"outdoors","grass",61,8,1
"Over",52.5,"outdoors","fieldturf",35,19,0
"Over",43.5,"outdoors","fieldturf",54,9,0
"Over",47.5,"outdoors","grass",38,6,1
"Over",51,"outdoors","fieldturf",55,6,0
"Under",45.5,"outdoors","fieldturf",42,17,1
"Under",44.5,"outdoors","sportturf",57,7,0
