"total_result","total_line","roof","surface","temp","wind","div_game"
"Under",40,"outdoors","grass",77,6,1
"Under",47,"outdoors","fieldturf",85,0,0
"Over",46,"dome","fieldturf",72,0,1
"Over",40,"outdoors","grass",82,16,0
"Over",38,"dome","fieldturf",72,0,1
"Under",39,"outdoors","grass",78,12,1
"Under",40.5,"outdoors","grass",65,12,1
"Under",42.5,"closed","grass",72,0,0
"Over",46,"dome","fieldturf",72,0,0
"Over",38.5,"outdoors","grass",76,8,1
"Under",47.5,"outdoors","fieldturf",67,8,1
"Under",54,"outdoors","fieldturf",72,8,0
"Under",43.5,"closed","grass",72,0,0
"Under",36,"outdoors","grass",78,10,0
"Over",48,"outdoors","fieldturf",56,8,0
"Under",43,"dome","fieldturf",72,0,1
"Over",41,"outdoors","fieldturf",81,10,0
"Under",41,"outdoors","dessograss",80,2,0
"Over",40,"dome","fieldturf",72,0,1
"Under",41,"outdoors","grass",84,5,0
"Under",44.5,"outdoors","grass",88,8,0
"Over",44.5,"dome","fieldturf",72,0,0
"Over",43,"outdoors","grass",54,0,1
"Under",35,"outdoors","grass",63,3,0
"Over",40.5,"outdoors","grass",79,5,1
"Over",45,"outdoors","astroplay",73,11,0
"Under",36.5,"outdoors","sportturf",68,8,0
"Over",35.5,"outdoors","grass",55,5,1
"Over",45.5,"outdoors","grass",58,0,0
"Under",40.5,"outdoors","grass",46,7,0
"Over",37,"outdoors","grass",81,14,1
"Over",43.5,"outdoors","grass",68,12,0
"Under",43,"outdoors","fieldturf",62,12,0
"Under",37,"outdoors","grass",81,10,0
"Under",38.5,"closed","grass",72,0,0
"Over",52,"outdoors","fieldturf",85,0,0
"Under",44,"outdoors","grass",73,8,1
"Over",42.5,"outdoors","fieldturf",68,4,0
"Under",43.5,"dome","fieldturf",72,0,0
"Under",33.5,"outdoors","astroplay",66,16,0
"Under",44.5,"dome","fieldturf",72,0,0
"Over",37.5,"closed","grass",72,0,1
"Over",49.5,"outdoors","grass",85,12,1
"Under",42.5,"dome","fieldturf",72,0,1
"Over",39,"outdoors","fieldturf",69,5,0
"Over",35,"outdoors","grass",75,9,0
"Over",48,"outdoors","fieldturf",77,13,0
"Under",37.5,"outdoors","grass",68,10,1
"Under",45.5,"outdoors","fieldturf",88,0,0
"Under",42.5,"outdoors","grass",75,7,0
"Under",39.5,"outdoors","fieldturf",52,11,1
"Over",38,"outdoors","grass",37,10,0
"Under",45,"outdoors","grass",77,8,1
"Under",44,"outdoors","grass",69,8,0
"Under",45.5,"outdoors","grass",51,5,1
"Under",48,"outdoors","fieldturf",55,7,1
"Under",47.5,"outdoors","grass",59,15,0
"Over",37.5,"dome","fieldturf",72,0,0
"Over",46,"dome","fieldturf",72,0,0
"Under",39.5,"outdoors","grass",58,16,0
"Under",38,"outdoors","fieldturf",56,16,1
"Under",46,"outdoors","grass",78,8,0
"Over",32.5,"outdoors","grass",84,11,0
"Over",46.5,"outdoors","fieldturf",55,15,0
"Over",40,"outdoors","grass",63,6,0
"Under",43.5,"outdoors","grass",67,0,0
"Under",37,"dome","fieldturf",72,0,0
"Over",44,"outdoors","astroplay",47,9,0
"Over",46.5,"dome","fieldturf",72,0,0
"Over",38,"outdoors","grass",61,8,0
"Over",41.5,"dome","fieldturf",72,0,0
"Over",40,"dome","fieldturf",72,0,0
"Over",35.5,"outdoors","fieldturf",55,8,0
"Under",39,"outdoors","grass",78,10,0
"Under",36,"outdoors","grass",66,8,0
"Over",46.5,"outdoors","grass",48,6,0
"Under",56,"dome","fieldturf",72,0,0
"Under",41,"outdoors","grass",70,4,0
"Over",46,"outdoors","grass",49,6,1
"Over",36,"outdoors","dessograss",52,5,1
"Under",35.5,"outdoors","grass",63,6,1
"Under",41,"outdoors","grass",49,10,1
"Over",37,"outdoors","grass",69,15,1
"Under",41,"outdoors","grass",80,9,1
"Over",46.5,"dome","fieldturf",72,0,0
"Over",47,"outdoors","dessograss",40,3,1
"Over",36,"outdoors","grass",62,11,1
"Over",37.5,"outdoors","grass",49,0,1
"Under",44.5,"outdoors","sportturf",50,4,1
"Over",45,"closed","grass",72,0,0
"Over",48,"outdoors","fieldturf",47,8,1
"Under",38.5,"outdoors","grass",62,14,0
"Under",47.5,"outdoors","grass",61,8,0
"Under",37.5,"outdoors","fieldturf",49,10,1
"Over",35.5,"dome","fieldturf",72,0,1
"Over",43.5,"outdoors","sportturf",53,11,1
"Over",48.5,"outdoors","fieldturf",44,5,0
"Under",47.5,"dome","fieldturf",72,0,0
"Over",37,"outdoors","grass",42,10,0
"Under",50,"closed","grass",72,0,0
"Under",41.5,"dome","fieldturf",72,0,0
"Over",40.5,"outdoors","grass",70,5,0
"Over",35,"dome","fieldturf",72,0,0
"Under",40.5,"outdoors","grass",42,13,0
"Under",40,"outdoors","fieldturf",42,10,0
"Over",46.5,"outdoors","fieldturf",77,0,1
"Over",38,"outdoors","fieldturf",46,1,0
"Under",39,"outdoors","grass",54,5,1
"Over",46,"outdoors","astroplay",36,10,1
"Over",38,"outdoors","grass",63,12,0
"Over",46.5,"dome","fieldturf",72,0,1
"Under",47.5,"outdoors","fieldturf",45,0,0
"Over",41,"dome","fieldturf",72,0,0
"Under",42,"outdoors","grass",46,5,1
"Under",47,"outdoors","fieldturf",42,2,0
"Under",52,"outdoors","grass",41,14,0
"Over",37,"outdoors","grass",68,10,0
"Over",34.5,"outdoors","grass",43,6,1
"Over",40,"outdoors","fieldturf",46,6,0
"Under",45.5,"dome","fieldturf",72,0,1
"Under",38,"outdoors","grass",81,8,0
"Over",37.5,"open","grass",72,0,1
"Over",42.5,"outdoors","grass",39,13,0
"Over",38.5,"outdoors","grass",69,8,0
"Over",51,"outdoors","fieldturf",39,8,0
"Under",37.5,"outdoors","dessograss",60,10,0
"Over",51.5,"outdoors","fieldturf",56,0,0
"Over",35,"outdoors","grass",51,3,0
"Over",45,"dome","fieldturf",72,0,1
"Under",37,"outdoors","grass",34,16,1
"Over",37,"outdoors","grass",81,10,1
"Over",44,"dome","fieldturf",72,0,1
"Over",40.5,"outdoors","grass",33,9,0
"Over",40,"dome","fieldturf",72,0,0
"Over",39.5,"outdoors","grass",61,19,1
"Under",37,"outdoors","grass",40,8,0
"Under",52,"open","grass",72,0,0
"Over",41,"outdoors","grass",60,19,1
"Under",40,"outdoors","grass",46,13,0
"Over",41,"dome","fieldturf",72,0,1
"Under",40,"outdoors","dessograss",48,9,1
"Over",46,"outdoors","sportturf",40,27,0
"Over",39,"outdoors","grass",26,0,0
"Over",34,"outdoors","astroplay",30,6,1
"Under",45,"outdoors","fieldturf",38,7,0
"Over",50,"dome","fieldturf",72,0,0
"Over",40.5,"outdoors","grass",18,4,0
"Over",39,"closed","grass",72,0,0
"Over",39,"outdoors","grass",77,9,0
"Under",41.5,"outdoors","grass",36,3,1
"Under",40,"outdoors","grass",69,7,0
"Over",44,"outdoors","fieldturf",35,0,1
"Under",39,"outdoors","grass",53,6,0
"Over",37.5,"outdoors","grass",21,6,1
"Under",49,"outdoors","fieldturf",34,2,0
"Under",47,"outdoors","fieldturf",38,4,0
"Over",41,"outdoors","sportturf",40,4,0
"Over",44,"dome","fieldturf",72,0,1
"Under",47,"open","grass",72,0,0
"Under",42,"outdoors","grass",52,0,0
"Under",37,"outdoors","grass",45,18,0
"Under",36.5,"outdoors","grass",30,32,0
"Over",34,"outdoors","grass",22,6,0
"Over",37.5,"outdoors","grass",79,20,0
"Under",41,"outdoors","fieldturf",36,17,1
"Over",49.5,"dome","fieldturf",72,0,0
"Over",34.5,"outdoors","dessograss",35,19,0
"Under",47,"dome","fieldturf",72,0,0
"Over",37.5,"outdoors","grass",68,25,1
"Under",44.5,"outdoors","grass",55,8,0
"Under",48.5,"outdoors","fieldturf",49,0,1
"Over",45.5,"outdoors","grass",67,8,0
"Under",35.5,"outdoors","fieldturf",36,18,1
"Under",43,"dome","fieldturf",72,0,1
"Over",43,"dome","fieldturf",72,0,0
"Under",42.5,"outdoors","grass",51,10,0
"Over",32,"outdoors","astroplay",52,23,0
"Over",32,"outdoors","grass",16,22,1
"Under",43,"outdoors","fieldturf",31,19,1
"Over",43.5,"dome","fieldturf",72,0,0
"Over",44.5,"dome","fieldturf",72,0,1
"Over",40,"outdoors","grass",69,6,0
"Over",47.5,"dome","fieldturf",72,0,0
"Over",44,"open","grass",72,0,0
"Over",36.5,"outdoors","grass",51,5,0
"Under",45,"outdoors","fieldturf",43,7,1
"Under",39,"outdoors","fieldturf",43,0,0
"Under",37,"outdoors","grass",42,10,0
"Over",40.5,"dome","fieldturf",72,0,0
"Under",47,"outdoors","grass",62,8,1
"Over",46.5,"outdoors","fieldturf",44,8,0
"Over",38,"dome","fieldturf",72,0,0
"Over",42,"outdoors","grass",30,2,0
"Under",41,"outdoors","grass",35,8,0
"Over",39,"outdoors","grass",20,7,1
"Over",42,"open","grass",72,0,1
"Over",45,"outdoors","grass",81,22,0
"Under",39,"outdoors","grass",42,5,0
"Over",35.5,"outdoors","grass",80,14,1
"Over",49.5,"open","grass",72,0,1
"Over",34.5,"outdoors","sportturf",42,5,1
"Under",41,"outdoors","grass",36,7,0
"Under",35.5,"outdoors","fieldturf",41,7,0
"Over",41.5,"outdoors","grass",54,7,1
"Under",38,"outdoors","grass",39,6,1
"Under",40.5,"dome","fieldturf",72,0,1
"Over",38.5,"outdoors","fieldturf",42,13,0
"Over",40,"outdoors","dessograss",39,8,0
"Under",39.5,"outdoors","grass",70,5,0
"Under",38.5,"outdoors","grass",57,8,0
"Over",44,"outdoors","grass",31,4,0
"Under",51,"outdoors","fieldturf",37,5,0
"Over",46,"dome","fieldturf",72,0,0
"Under",47,"outdoors","fieldturf",59,0,1
"Under",47.5,"outdoors","fieldturf",23,17,0
"Over",41,"outdoors","grass",-1,12,0
"Under",54.5,"closed","grass",72,0,0
"Under",41.5,"outdoors","fieldturf",85,10,1
"Over",41,"dome","fieldturf",72,0,0
"Under",37.5,"outdoors","sportturf",78,7,1
"Over",38.5,"outdoors","astroplay",66,11,0
"Under",36,"outdoors","grass",88,14,1
"Under",43.5,"outdoors","fieldturf",75,15,0
"Over",42.5,"dome","fieldturf",72,0,1
"Under",44,"outdoors","grass",80,11,0
"Over",43,"outdoors","dessograss",72,11,0
"Under",36.5,"outdoors","grass",78,0,1
"Under",48.5,"outdoors","grass",71,12,0
"Over",41,"outdoors","grass",81,8,0
"Under",42,"outdoors","grass",70,20,1
"Under",44,"open","fieldturf",72,0,0
"Over",37.5,"outdoors","grass",58,5,1
"Over",40.5,"outdoors","grass",60,13,1
"Under",37.5,"outdoors","grass",88,10,0
"Under",37,"outdoors","fieldturf",88,70,0
"Over",47,"dome","fieldturf",72,0,1
"Under",37,"outdoors","grass",87,5,0
"Under",36,"outdoors","grass",61,25,1
"Under",43.5,"dome","fieldturf",72,0,0
"Over",43.5,"dome","fieldturf",72,0,0
"Over",43.5,"outdoors","grass",90,6,0
"Over",38,"outdoors","fieldturf",67,6,1
"Under",37.5,"outdoors","grass",89,8,1
"Over",40.5,"closed","grass",72,0,0
"Over",46.5,"outdoors","grass",59,5,1
"Under",37,"outdoors","fieldturf",90,12,1
"Under",43.5,"outdoors","grass",80,40,1
"Over",46.5,"outdoors","fieldturf",76,0,1
"Over",37,"dome","fieldturf",72,0,0
"Over",37.5,"outdoors","astroplay",66,0,0
"Over",35,"outdoors","grass",76,5,0
"Under",37.5,"dome","fieldturf",72,0,0
"Over",37,"outdoors","fieldturf",72,1,1
"Over",42.5,"outdoors","fieldturf",76,3,0
"Over",40,"outdoors","grass",80,4,1
"Under",43.5,"outdoors","grass",75,1,0
"Over",52,"outdoors","grass",75,7,0
"Over",44.5,"outdoors","fieldturf",59,5,1
"Under",47,"outdoors","grass",67,12,0
"Over",37,"outdoors","sportturf",77,2,1
"Over",42,"closed","fieldturf",72,0,1
"Under",45,"outdoors","grass",79,3,0
"Under",51,"outdoors","grass",64,8,0
"Over",46.5,"outdoors","grass",71,8,0
"Under",39,"outdoors","grass",78,4,1
"Under",42,"outdoors","fieldturf",74,7,1
"Over",43,"outdoors","grass",82,7,1
"Over",47,"outdoors","grass",74,7,1
"Under",48.5,"dome","fieldturf",72,0,0
"Over",43.5,"outdoors","fieldturf",69,0,0
"Over",43,"outdoors","grass",81,5,0
"Over",35,"outdoors","grass",78,10,0
"Over",45.5,"outdoors","grass",78,11,1
"Over",43.5,"dome","fieldturf",72,0,0
"Over",47,"outdoors","fieldturf",85,0,1
"Over",39,"outdoors","grass",65,8,0
"Over",34.5,"outdoors","dessograss",65,3,1
"Under",33.5,"outdoors","sportturf",69,3,0
"Under",38,"outdoors","grass",80,0,0
"Under",45.5,"dome","fieldturf",72,0,1
"Over",42,"outdoors","grass",60,8,0
"Over",48,"open","grass",72,0,1
"Under",44.5,"outdoors","grass",86,16,0
"Over",43.5,"outdoors","fieldturf",60,6,0
"Under",41.5,"outdoors","grass",66,4,1
"Under",47,"outdoors","grass",70,9,0
"Over",44.5,"closed","grass",72,0,0
"Over",45.5,"outdoors","fieldturf",87,0,0
"Over",41,"outdoors","grass",67,8,0
"Over",37.5,"outdoors","grass",73,10,0
"Over",47,"dome","fieldturf",72,0,0
"Under",43,"dome","fieldturf",72,0,0
"Over",45,"open","grass",72,0,0
"Under",39,"open","fieldturf",72,0,0
"Under",44.5,"dome","fieldturf",72,0,1
"Under",47,"dome","fieldturf",72,0,0
"Under",43.5,"outdoors","fieldturf",67,7,0
"Under",37,"outdoors","grass",84,8,1
"Under",44,"outdoors","grass",72,2,0
"Under",48.5,"outdoors","grass",43,6,0
"Over",53,"closed","grass",72,0,0
"Under",44,"outdoors","fieldturf",56,0,0
"Over",41.5,"outdoors","grass",64,13,0
"Under",45,"outdoors","grass",69,8,0
"Over",43.5,"outdoors","grass",71,0,0
"Under",44.5,"outdoors","astroplay",51,4,0
"Under",44.5,"outdoors","grass",65,12,1
"Over",38,"outdoors","grass",58,17,1
"Over",36.5,"outdoors","fieldturf",56,3,1
"Over",35,"outdoors","grass",63,10,0
"Over",35.5,"outdoors","grass",80,13,0
"Under",46.5,"outdoors","fieldturf",51,14,0
"Over",45,"dome","fieldturf",72,0,0
"Over",47.5,"open","grass",72,0,0
"Over",46.5,"outdoors","grass",60,20,0
"Under",41,"outdoors","grass",59,8,0
"Under",41.5,"outdoors","grass",59,5,0
"Under",39.5,"outdoors","grass",75,10,0
"Under",48,"outdoors","fieldturf",40,0,0
"Over",34.5,"outdoors","sportturf",65,6,0
"Over",43,"outdoors","grass",70,0,0
"Under",40.5,"outdoors","fieldturf",74,0,0
"Under",42,"dome","fieldturf",72,0,0
"Under",41.5,"outdoors","grass",78,8,1
"Under",41,"outdoors","fieldturf",61,7,0
"Over",45.5,"outdoors","grass",54,9,0
"Over",41,"outdoors","fieldturf",59,5,0
"Under",45,"outdoors","grass",63,10,0
"Under",45.5,"open","grass",72,0,0
"Under",42,"outdoors","grass",72,12,0
"Under",41,"outdoors","dessograss",62,10,0
"Over",41,"outdoors","grass",64,3,1
"Over",40.5,"outdoors","grass",45,10,1
"Under",43,"outdoors","astroplay",49,15,1
"Over",43.5,"outdoors","grass",60,9,1
"Under",40,"outdoors","fieldturf",66,1,0
"Over",36.5,"outdoors","grass",55,8,1
"Over",36.5,"outdoors","grass",69,0,0
"Over",46.5,"dome","fieldturf",72,0,0
"Under",49.5,"dome","fieldturf",72,0,1
"Under",41,"outdoors","grass",69,0,0
"Under",50,"outdoors","grass",77,11,0
"Over",42,"outdoors","fieldturf",48,6,1
"Under",41,"outdoors","grass",63,10,0
"Under",43.5,"outdoors","fieldturf",58,13,0
"Under",44,"open","fieldturf",72,0,0
"Under",37.5,"outdoors","grass",51,0,0
"Over",47,"outdoors","grass",56,6,0
"Over",51,"dome","fieldturf",72,0,1
"Under",37,"outdoors","grass",37,16,0
"Over",43,"dome","fieldturf",72,0,0
"Over",43.5,"open","grass",72,0,0
"Under",41.5,"outdoors","grass",78,15,0
"Over",44,"dome","fieldturf",72,0,1
"Under",41,"outdoors","fieldturf",54,15,1
"Over",43.5,"outdoors","fieldturf",53,14,0
"Under",37.5,"outdoors","grass",62,12,0
"Over",38.5,"outdoors","dessograss",44,11,0
"Under",47,"outdoors","grass",62,24,1
"Over",42.5,"outdoors","grass",48,5,1
"Over",47.5,"open","grass",72,0,1
"Over",40.5,"outdoors","fieldturf",44,6,1
"Under",51.5,"dome","fieldturf",72,0,0
"Over",40.5,"outdoors","grass",54,10,0
"Under",41,"outdoors","fieldturf",38,15,0
"Under",43,"outdoors","grass",33,15,1
"Over",50.5,"closed","fieldturf",72,0,1
"Under",51,"outdoors","grass",53,10,0
"Under",38,"outdoors","grass",67,11,0
"Over",39,"outdoors","fieldturf",49,19,0
"Under",39.5,"outdoors","grass",62,10,0
"Under",47.5,"outdoors","fieldturf",52,3,1
"Over",43.5,"outdoors","grass",75,5,1
"Under",39.5,"outdoors","grass",60,10,1
"Under",40.5,"outdoors","dessograss",35,14,0
"Under",42.5,"outdoors","grass",44,7,1
"Over",40.5,"outdoors","astroplay",30,9,0
"Over",34.5,"outdoors","dessograss",32,11,1
"Over",39.5,"outdoors","sportturf",39,5,0
"Under",49.5,"outdoors","grass",30,12,0
"Over",45.5,"outdoors","fieldturf",64,0,0
"Over",42,"dome","fieldturf",72,0,0
"Over",41.5,"outdoors","grass",66,5,0
"Over",43,"outdoors","grass",50,10,0
"Over",42.5,"outdoors","grass",73,14,1
"Under",44.5,"dome","fieldturf",72,0,0
"Over",41,"outdoors","grass",52,6,0
"Under",43.5,"outdoors","grass",47,15,1
"Over",48,"closed","grass",72,0,0
"Over",41,"dome","fieldturf",72,0,1
"Under",40,"outdoors","fieldturf",49,4,0
"Under",48.5,"outdoors","grass",58,8,0
"Over",51.5,"dome","fieldturf",72,0,0
"Over",43.5,"dome","fieldturf",72,0,0
"Under",46,"outdoors","fieldturf",69,0,0
"Over",48.5,"outdoors","grass",41,5,0
"Under",43,"outdoors","astroplay",38,15,0
"Over",35.5,"outdoors","fieldturf",42,3,1
"Under",44,"outdoors","grass",36,15,0
"Over",41,"outdoors","grass",37,10,0
"Under",44.5,"dome","fieldturf",72,0,0
"Under",44,"outdoors","grass",73,30,1
"Under",41,"outdoors","grass",40,10,1
"Under",48,"outdoors","grass",73,8,0
"Over",39,"outdoors","fieldturf",34,3,0
"Over",48,"outdoors","fieldturf",36,10,0
"Under",41,"outdoors","grass",59,6,1
"Over",41.5,"dome","fieldturf",72,0,1
"Under",48.5,"open","grass",72,0,1
"Under",41,"outdoors","grass",62,8,1
"Under",40.5,"outdoors","grass",19,8,0
"Under",45,"dome","fieldturf",72,0,1
"Under",47.5,"outdoors","grass",3,3,0
"Under",41.5,"closed","fieldturf",72,0,0
"Over",51.5,"dome","fieldturf",72,0,1
"Under",40.5,"outdoors","fieldturf",35,21,1
"Over",36.5,"outdoors","grass",32,6,0
"Under",43,"dome","fieldturf",72,0,1
"Under",48.5,"outdoors","grass",64,4,1
"Over",43,"outdoors","fieldturf",50,3,0
"Under",45,"outdoors","grass",52,0,0
"Under",48.5,"open","grass",72,0,1
"Under",38,"outdoors","dessograss",22,16,0
"Under",34.5,"outdoors","sportturf",29,20,0
"Over",38.5,"outdoors","grass",38,4,1
"Over",45.5,"outdoors","grass",28,11,0
"Under",43.5,"dome","fieldturf",72,0,1
"Under",36.5,"outdoors","fieldturf",49,15,0
"Under",45,"open","grass",72,0,1
"Over",44.5,"closed","fieldturf",72,0,0
"Under",45.5,"outdoors","grass",67,6,0
"Over",41,"outdoors","grass",36,25,1
"Under",41,"outdoors","grass",77,17,0
"Over",41,"outdoors","fieldturf",40,20,1
"Under",43,"dome","fieldturf",72,0,1
"Over",46.5,"open","grass",72,0,0
"Under",34,"outdoors","sportturf",45,14,1
"Under",47.5,"outdoors","grass",46,5,0
"Over",38.5,"outdoors","grass",44,15,0
"Under",46.5,"outdoors","fieldturf",71,0,1
"Under",40,"outdoors","grass",58,12,0
"Over",43.5,"outdoors","grass",66,4,1
"Over",39.5,"outdoors","fieldturf",45,0,0
"Under",31,"outdoors","grass",18,26,1
"Under",50.5,"dome","fieldturf",72,0,0
"Over",37.5,"outdoors","grass",10,20,0
"Over",41,"outdoors","fieldturf",30,10,0
"Under",42,"dome","fieldturf",72,0,1
"Over",42.5,"outdoors","grass",72,10,0
"Over",34,"outdoors","grass",29,11,0
"Over",46,"outdoors","grass",17,8,0
"Under",43,"outdoors","grass",48,6,0
"Under",41,"outdoors","fieldturf",31,11,0
"Under",43,"dome","fieldturf",72,0,0
"Under",37.5,"outdoors","grass",42,17,1
"Over",38,"outdoors","fieldturf",34,18,0
"Under",40,"outdoors","grass",2,9,1
"Over",44,"dome","fieldturf",72,0,0
"Under",35,"outdoors","astroplay",39,30,1
"Under",40,"outdoors","fieldturf",43,17,0
"Over",41,"outdoors","grass",22,13,1
"Over",46,"open","grass",72,0,0
"Under",39.5,"closed","fieldturf",72,0,1
"Under",41,"dome","fieldturf",72,0,0
"Over",51.5,"dome","fieldturf",72,0,1
"Under",33.5,"outdoors","dessograss",48,22,1
"Over",38.5,"outdoors","grass",77,5,0
"Over",47,"closed","grass",72,0,1
"Under",37.5,"outdoors","sportturf",62,18,0
"Under",43,"outdoors","fieldturf",65,15,1
"Over",40.5,"outdoors","grass",62,17,1
"Over",37,"outdoors","grass",50,5,0
"Over",50.5,"outdoors","grass",58,8,1
"Over",52,"closed","grass",72,0,0
"Under",49,"outdoors","grass",53,8,0
"Under",38,"outdoors","grass",79,16,0
"Under",40.5,"dome","fieldturf",72,0,0
"Under",33.5,"outdoors","grass",53,11,0
"Under",49.5,"outdoors","grass",45,10,0
"Under",39,"outdoors","fieldturf",30,20,1
"Over",38,"outdoors","dessograss",26,5,0
"Over",47,"closed","grass",72,0,0
"Over",35,"outdoors","dessograss",26,12,1
"Over",46.5,"outdoors","grass",66,1,0
"Under",35.5,"outdoors","dessograss",67,9,0
"Under",44,"dome","fieldturf",72,0,0
"Over",36.5,"outdoors","sportturf",76,5,0
"Over",43.5,"outdoors","grass",82,5,0
"Under",41,"outdoors","fieldturf",73,7,0
"Over",39.5,"outdoors","grass",70,6,0
"Under",44.5,"closed","grass",72,0,0
"Under",45,"open","fieldturf",72,0,1
"Over",50,"dome","fieldturf",72,0,0
"Over",40,"outdoors","grass",85,6,0
"Under",45.5,"closed","grass",72,0,1
"Over",37,"outdoors","fieldturf",80,8,1
"Under",41,"outdoors","fieldturf",73,5,1
"Under",47,"outdoors","grass",76,0,1
"Over",47.5,"outdoors","fieldturf",70,5,1
"Over",43,"outdoors","grass",63,12,1
"Over",43.5,"dome","fieldturf",72,0,1
"Under",45,"dome","fieldturf",72,0,1
"Over",42,"outdoors","grass",68,7,0
"Over",42.5,"outdoors","grass",83,8,0
"Under",40,"outdoors","grass",72,5,1
"Under",45,"outdoors","fieldturf",69,5,1
"Over",46,"outdoors","grass",68,2,0
"Over",40.5,"outdoors","grass",77,13,1
"Under",37,"outdoors","grass",72,7,0
"Over",42,"outdoors","astroplay",74,4,0
"Under",39.5,"outdoors","grass",68,0,1
"Under",37.5,"outdoors","grass",70,13,0
"Under",38.5,"outdoors","grass",82,9,0
"Over",40,"outdoors","grass",83,8,0
"Over",45.5,"open","fieldturf",88,6,1
"Over",41,"outdoors","grass",84,10,0
"Under",38.5,"outdoors","sportturf",72,6,1
"Under",39.5,"dome","fieldturf",72,0,0
"Over",47,"closed","grass",72,0,1
"Over",39,"dome","fieldturf",72,0,0
"Under",45.5,"outdoors","fieldturf",62,0,0
"Over",36.5,"outdoors","fieldturf",66,8,0
"Over",38.5,"outdoors","grass",69,6,0
"Over",42.5,"dome","fieldturf",72,0,0
"Under",46,"outdoors","grass",88,12,0
"Under",51.5,"outdoors","astroplay",64,9,0
"Over",37.5,"outdoors","fieldturf",60,7,0
"Over",36.5,"outdoors","fieldturf",65,9,1
"Under",38.5,"outdoors","grass",81,6,1
"Under",45,"outdoors","grass",80,11,0
"Under",49,"closed","grass",72,0,0
"Under",48,"closed","fieldturf",72,0,0
"Over",43,"outdoors","grass",53,14,1
"Over",37.5,"outdoors","grass",58,15,1
"Under",42.5,"closed","grass",72,0,0
"Over",43.5,"open","fieldturf",72,0,0
"Over",42,"outdoors","grass",79,5,1
"Under",43,"outdoors","grass",59,10,0
"Over",45.5,"outdoors","fieldturf",64,2,0
"Under",36.5,"outdoors","grass",69,10,0
"Over",37.5,"outdoors","grass",88,10,1
"Under",47,"dome","fieldturf",72,0,0
"Under",43.5,"outdoors","grass",55,6,0
"Under",36.5,"outdoors","grass",60,17,1
"Over",43,"outdoors","dessograss",54,4,0
"Over",46,"dome","fieldturf",72,0,1
"Under",42,"outdoors","sportturf",64,3,1
