"total_result","game_type","weekday","location","total_line","away_rest","home_rest","div_game","roof","surface","temp","wind","total_team_elo","total_qb_elo","home_total_offense_rank","home_total_defense_rank","away_total_defense_rank","away_total_offense_rank","off_def_diff"
"Over","REG","Sunday","Home",43,7,7,1,"outdoors","grass",42,3,3089.82948563,23.3102392737,18,22,1,13,8
"Under","REG","Sunday","Home",46.5,7,6,1,"outdoors","grass",48,3,2857.28516166,31.20008625043,20,25,2,7,0
"Under","REG","Sunday","Home",46,7,7,1,"dome","fieldturf",72,0,2892.95139093,18.49447788931,15,27,32,30,-14
"Under","REG","Sunday","Home",41.5,7,7,1,"outdoors","fieldturf",68,9,3028.20843498,1.118714229935,30,30,30,30,0
"Over","REG","Sunday","Home",47.5,10,7,0,"outdoors","fieldturf",60,7,2856.08264341,21.9623009439,24,20,9,20,15
"Under","REG","Sunday","Home",48.5,7,7,1,"outdoors","grass",87,4,3002.77971561305,16.8840749187495,32,32,8,7,-1
"Over","REG","Sunday","Home",45,6,7,0,"closed","matrixturf",72,0,2933.39863855,-94.7191750605,20,25,9,30,16
"Over","WC","Saturday","Home",38,6,6,0,"closed","grass",72,0,3076.68287303,-91.32252187761,6,4,5,8,5
"Under","REG","Sunday","Home",42,7,7,0,"outdoors","fieldturf",56,11,3038.1670168,45.8718764452,12,6,19,11,-2
"Over","REG","Sunday","Home",41,7,14,0,"outdoors","fieldturf",62,5,2950.96619699,-13.48677302839,12,7,1,7,11
"Under","REG","Sunday","Home",41.5,6,6,0,"outdoors","fieldturf",66,1,2978.67368487,-56.6299776058,31,23,6,12,14
"Over","DIV","Sunday","Home",46,7,14,0,"dome","fieldturf",72,0,3369.36576225,7.18630080988,4,2,1,8,9
"Under","REG","Sunday","Home",37,7,7,0,"outdoors","fieldturf",88,70,2976.18012504,-36.59392323653,30,21,4,18,23
"Over","REG","Sunday","Home",41,7,6,0,"outdoors","grass",52,10,2930.23164784,3.48532124747,16,7,2,12,19
"Under","REG","Monday","Home",39.5,8,8,0,"outdoors","grass",50,1,3014.8279807,-85.9723930381,31,10,13,9,17
"Under","REG","Sunday","Home",44.5,10,7,0,"closed","matrixturf",72,0,3137.70167495,22.4696624596,2,19,6,20,-3
"Over","REG","Sunday","Home",41,14,7,0,"outdoors","grass",67,8,3065.53862567,-181.45492904296,9,27,18,26,-10
"Under","REG","Sunday","Home",44.5,7,7,0,"outdoors","grass",43,8,3047.89948241426,-3.92032654946495,29,19,1,3,12
"Over","REG","Sunday","Home",52,7,7,0,"outdoors","grass",80,10,3153.0299452,-8.22990689217,3,21,32,16,-34
"Under","REG","Sunday","Home",45,7,7,0,"outdoors","fieldturf",62,14,3007.26666159,-46.36209324919,11,1,3,18,25
"Under","REG","Thursday","Home",52.5,7,7,0,"dome","fieldturf",72,0,3143.75859325,21.77238769089,32,32,32,32,0
"Over","REG","Sunday","Home",45,7,7,1,"dome","fieldturf",72,0,2977.28935032134,27.4369938338631,23,11,20,12,4
"Over","REG","Sunday","Home",44,7,7,1,"outdoors","fieldturf",32,13,2968.33956723,-16.20891293548,17,19,28,11,-19
"Over","REG","Thursday","Home",45,4,4,1,"outdoors","fieldturf",71,4,2892.99375996,8.86604480998,22,28,2,12,4
"Under","REG","Sunday","Home",51,6,7,0,"outdoors","grass",64,8,3195.21169211,28.4345275291,6,18,31,3,-40
"Over","REG","Sunday","Home",45.5,7,7,0,"closed","grass",72,0,2997.35544725,16.29372814782,18,2,26,20,10
"Under","REG","Sunday","Home",38.5,7,7,1,"dome","astroturf",72,0,2940.96765447,-2.318214054137,14,28,5,25,6
"Over","REG","Sunday","Neutral",48.5,7,7,1,"outdoors","grass",61,14,3032.92358447214,-104.645120714044,15,9,22,11,-5
"Over","REG","Sunday","Home",41.5,7,7,0,"outdoors","fieldturf",61,8,3015.2689113,35.03239980996,14,25,20,27,-4
"Over","REG","Sunday","Home",46,7,7,0,"dome","astroturf",72,0,2969.52763045,47.9395303924,17,9,25,15,-2
"Under","REG","Sunday","Home",45,7,7,1,"outdoors","fieldturf",54,8,3118.76753714,6.83960377796,8,8,12,7,-5
"Over","REG","Sunday","Neutral",40,7,7,0,"outdoors","grass",60,13,2917.428921,9.628947118,26,24,3,17,16
"Under","REG","Sunday","Home",36.5,7,7,0,"outdoors","fieldturf",49,15,2848.98790751,-82.15164524697,32,11,14,12,19
"Over","REG","Sunday","Home",44,7,7,1,"outdoors","grass",64,7,2741.96988189842,10.6200355589486,26,6,31,19,8
"Under","REG","Sunday","Home",34,7,7,0,"outdoors","grass",75,8,3020.36052057,-6.13308907168,17,2,23,21,13
"Over","REG","Sunday","Home",42,7,7,0,"outdoors","grass",50,12,3222.35882957,10.49618258223,11,2,27,13,-5
"Under","REG","Sunday","Home",40,7,7,1,"outdoors","sportturf",54,5,2956.61984687,-37.9263504608,13,14,19,22,2
"Under","REG","Sunday","Home",41,14,6,0,"outdoors","grass",69,0,3194.98281371,0.0249895025000004,21,10,11,15,15
"Over","REG","Sunday","Home",36.5,7,7,1,"outdoors","grass",73,7,2792.19256645,21.16804563806,17,20,22,28,3
"Over","REG","Sunday","Home",44.5,7,7,0,"outdoors","grass",62,0,2795.23525498,16.6281544044,4,12,24,13,-19
"Over","REG","Sunday","Home",53.5,7,6,0,"outdoors","fieldturf",63,12,3256.57383342,29.69191148084,1,31,1,9,-22
"Under","REG","Sunday","Home",48.5,7,7,0,"outdoors","grass",70,1,3029.62611939,-88.7529499111,5,29,18,26,-16
"Under","REG","Sunday","Home",47,7,7,0,"outdoors","grass",64,5,2863.57581816,34.081069846,2,6,9,6,-7
"Under","REG","Monday","Home",50,11,8,0,"outdoors","grass",60,16,3041.47102832309,-13.8674329951196,25,5,31,3,-8
"Over","DIV","Sunday","Home",52.5,7,14,0,"closed","matrixturf",72,0,3248.8226845,58.5382509384,4,5,1,3,1
"Under","REG","Sunday","Home",39,7,7,0,"outdoors","grass",72,16,2905.28164909,-21.63014112461,24,7,3,11,25
"Under","REG","Sunday","Home",42,7,6,0,"outdoors","grass",34,14,2979.00749543,1.7431433502,8,8,30,17,-13
"Over","REG","Sunday","Home",44,7,7,1,"outdoors","astroturf",55,6,3078.0327098,26.28486152353,24,15,17,21,13
"Under","DIV","Sunday","Home",53,8,7,1,"dome","astroturf",72,0,3361.73570151244,24.6398513065353,5,2,1,4,6
"Under","REG","Sunday","Home",45,7,7,0,"outdoors","fieldturf",43,12,2865.05772692016,41.4784212461342,28,4,7,10,27
"Over","REG","Sunday","Home",54.5,7,7,0,"outdoors","grass",88,8,3202.69328152966,6.04391167662019,32,32,32,32,0
"Under","REG","Sunday","Home",43.5,6,7,1,"dome","fieldturf",72,0,3050.34028398,-10.711958676,5,32,18,13,-32
"Over","REG","Monday","Home",41.5,7,7,1,"outdoors","grass",73,12,2977.94810672,-12.75569238578,30,30,30,30,0
"Over","REG","Monday","Home",43.5,8,8,0,"outdoors","grass",35,10,3036.49045317,-4.77957870037,29,29,32,3,-29
"Over","DIV","Saturday","Home",49.5,7,13,0,"dome","astroturf",72,0,3063.29613402,26.5255465314882,1,6,8,4,-9
"Under","REG","Sunday","Home",46,7,7,1,"closed","fieldturf",72,0,2950.85669758,33.9315778059,16,18,20,18,-4
"Under","REG","Thursday","Home",50,7,7,0,"outdoors","grass",74,0,3105.08370583,2.04659844379,32,32,32,32,0
"Over","REG","Sunday","Home",36.5,7,7,0,"outdoors","grass",50,6,2770.00284802,-24.41361811259,15,9,27,28,7
"Under","REG","Sunday","Home",45,14,7,0,"open","fieldturf",72,0,2991.9341962,-53.57650680027,28,5,18,14,19
"Under","REG","Sunday","Home",43.5,7,7,1,"outdoors","grass",80,40,3034.04362016,6.409314737837,28,29,6,16,9
"Under","REG","Monday","Home",44.5,8,8,1,"closed","matrixturf",72,0,3006.32937962,4.3068513506,5,2,17,10,-4
"Over","REG","Sunday","Home",38,7,7,1,"dome","matrixturf",72,0,2920.60251826519,-184.265706752436,25,10,22,13,6
"Under","REG","Monday","Home",47.5,8,8,1,"outdoors","grass",50,19,3073.29814993,17.12066476134,9,8,10,5,-4
"Over","REG","Sunday","Home",41,14,7,0,"outdoors","fieldturf",61,5,3164.87504828,12.09782421139,9,28,9,23,-5
"Under","REG","Sunday","Home",43.5,6,7,0,"outdoors","grass",18,9,3238.15891024,74.3393317312,26,23,17,4,-10
"Under","REG","Sunday","Home",47.5,7,7,0,"outdoors","grass",55,9,2929.11809642,-7.65544671498,14,9,3,15,17
"Over","REG","Sunday","Home",51,10,7,0,"dome","fieldturf",72,0,3127.07960466,24.34387899145,1,18,10,18,-9
"Under","REG","Thursday","Home",38,4,4,1,"outdoors","grass",36,10,2872.46408045,-12.58383207102,10,12,9,13,2
"Over","REG","Monday","Home",45,8,8,1,"open","matrixturf",86,2,3080.03566297,20.82987281094,2,9,17,5,-19
"Over","REG","Sunday","Home",41.5,7,7,1,"outdoors","grass",37,13,3249.47021351,12.0591980059,3,5,7,22,13
"Under","REG","Sunday","Home",45,7,7,1,"closed","fieldturf",72,0,2878.69653109,34.0233887008,20,5,31,13,-3
"Under","REG","Sunday","Home",44.5,7,7,0,"closed","grass",72,0,2971.55399525,11.706948886375,32,32,32,32,0
"Under","REG","Sunday","Home",49,7,6,1,"dome","astroturf",72,0,2769.9062429,7.96414332765,5,30,5,23,-7
"Under","REG","Sunday","Home",41,7,7,0,"outdoors","grass",72,9,2885.92612561,11.80773666049,15,7,21,13,0
"Over","REG","Sunday","Home",37.5,14,7,0,"outdoors","grass",61,9,2987.63000672,3.93324146041,25,1,9,27,42
"Under","REG","Saturday","Home",45.5,6,7,0,"outdoors","grass",52,6,3165.46206766,46.337838292,10,16,24,9,-21
"Under","REG","Sunday","Home",39,7,7,0,"outdoors","grass",53,24,3061.25274607,24.8589532196,1,2,5,20,14
"Under","REG","Sunday","Home",46,7,10,0,"outdoors","grass",61,5,2983.91674698,26.35059728463,6,13,18,4,-21
"Under","REG","Sunday","Home",45,7,7,1,"outdoors","grass",78,4,3062.55994616,-35.6918355498,5,16,30,21,-20
"Under","REG","Sunday","Home",40.5,7,7,1,"outdoors","fieldturf",62,8,2893.8165767,17.71563754077,32,29,30,29,2
"Over","REG","Sunday","Home",43,7,7,0,"outdoors","grass",85,6,3035.64289399,5.80978116716,27,27,32,11,-21
"Under","REG","Sunday","Home",44,7,7,0,"outdoors","grass",50,7,2886.23065588,36.907329854,1,16,10,28,3
"Under","REG","Sunday","Home",50.5,7,10,0,"outdoors","fieldturf",55,9,2993.33401093,25.1312192749,17,28,11,1,-21
"Over","REG","Sunday","Home",40.5,7,7,0,"outdoors","grass",80,13,3090.92126241,74.16904479834,11,20,7,24,8
"Over","REG","Sunday","Home",40.5,7,7,1,"outdoors","grass",63,12,3053.12526802,-3.25610006325,20,9,17,2,-4
"Under","REG","Sunday","Home",41,7,7,0,"closed","grass",72,0,2822.00224904,8.440496493381,26,21,7,20,18
"Under","REG","Sunday","Home",46.5,7,7,1,"dome","astroturf",72,0,3024.58331361,-11.3462501918,5,3,4,6,4
"Under","REG","Sunday","Home",39.5,7,7,0,"dome","fieldturf",72,0,2820.96687051,5.251052431891,31,7,3,21,42
"Over","REG","Sunday","Home",37.5,7,7,0,"outdoors","fieldturf",60,7,2979.34041677,52.5128305824,14,10,18,22,8
"Over","REG","Sunday","Home",40.5,7,7,0,"closed","grass",72,0,2865.74520768,17.39881485366,22,8,10,24,28
"Under","REG","Sunday","Home",41.5,7,6,0,"dome","matrixturf",72,0,3003.08202091879,-81.9127727787673,10,7,8,29,24
"Under","REG","Sunday","Home",47,7,7,1,"outdoors","grass",55,6,3153.95546954,12.472138517826,14,10,9,5,0
"Under","REG","Sunday","Home",42,7,7,0,"outdoors","fieldturf",51,4,3118.33130979,7.34193140186,10,19,15,26,2
"Under","REG","Monday","Home",39.5,11,8,0,"outdoors","grass",45,16,2954.16417702,18.4312879185,12,16,6,16,6
"Under","REG","Sunday","Home",44.5,7,7,1,"outdoors","grass",73,8,3000.91542309085,25.0201517374261,29,25,3,2,3
"Over","REG","Sunday","Home",43.5,7,7,0,"outdoors","fieldturf",57,8,2836.35061992,8.22386627919,19,15,5,10,9
"Over","REG","Sunday","Home",36,6,7,0,"outdoors","grass",70,0,2935.17649336,-13.92723977888,22,13,26,18,1
"Over","REG","Sunday","Home",43,14,7,0,"outdoors","grass",70,0,3049.6492909,32.09903740325,15,27,28,5,-35
"Under","REG","Sunday","Home",43.5,10,7,1,"outdoors","grass",37,9,3070.22194685,15.98137649098,27,12,27,22,10
"Under","REG","Sunday","Home",42,10,7,0,"outdoors","grass",58,5,2821.7059685,-81.0222608956,13,21,15,19,-4
"Over","REG","Sunday","Home",44.5,14,7,0,"outdoors","grass",33,8,3117.24536777502,-2.79506273634653,12,24,7,23,4
"Under","REG","Sunday","Home",42,7,14,0,"outdoors","grass",72,12,3051.35276941,-8.01411829807,16,25,21,27,-3
"Over","REG","Sunday","Home",39.5,7,7,0,"dome","astroturf",72,0,2786.72683864,26.54977834761,6,12,5,26,15
"Over","REG","Sunday","Home",42,7,7,0,"outdoors","grass",64,10,2839.55340896,7.28515298195,32,11,27,23,17
"Under","REG","Sunday","Home",46.5,7,7,1,"closed","grass",72,0,3323.44751546,53.5769627809,1,9,1,5,-4
"Over","REG","Sunday","Home",37.5,7,8,1,"outdoors","grass",28,6,2968.30274582,3.8811904208,9,20,23,29,-5
"Over","REG","Sunday","Home",38.5,14,6,0,"outdoors","grass",81,13,3064.21819494,2.40568098459,23,14,25,11,-5
"Under","REG","Sunday","Home",40,6,7,0,"outdoors","grass",82,13,3087.44761382,-6.4849471505878,22,22,20,17,-3
"Over","REG","Sunday","Home",36,6,7,1,"outdoors","astroturf",45,16,2913.45469807,-22.74158421541,22,10,23,24,13
"Under","REG","Sunday","Home",42.5,7,14,0,"dome","astroturf",72,0,2925.94581285,-10.5025900132,10,19,17,17,-9
"Under","REG","Sunday","Home",44,7,7,0,"outdoors","fieldturf",56,0,2972.01072982,-63.50847720282,22,28,19,11,-14
"Under","REG","Sunday","Home",36.5,7,7,0,"outdoors","grass",25,13,2792.45953275883,-8.1573090183509,23,8,20,30,25
"Under","REG","Sunday","Home",47.5,7,14,0,"dome","fieldturf",72,0,2902.81275986,27.9363580348,13,11,14,4,-8
"Over","WC","Saturday","Home",50.5,6,6,0,"outdoors","astroturf",34,6,3275.78482165081,46.1790218245999,2,4,2,7,3
"Over","REG","Sunday","Home",42.5,14,7,1,"dome","astroturf",72,0,3057.30352926,19.88766982632,27,18,13,4,0
"Under","REG","Sunday","Home",39.5,7,7,1,"outdoors","fieldturf",48,4,2882.72698053,-25.84245633368,27,5,9,28,41
"Over","REG","Sunday","Home",46,7,7,0,"outdoors","grass",78,9,3010.5827608,-45.1751039046,5,28,23,12,-34
"Under","REG","Sunday","Home",45,7,7,0,"outdoors","fieldturf",49,6,2990.61573636,13.836656651737,9,1,5,8,11
"Under","REG","Sunday","Home",37,7,7,0,"outdoors","grass",32,2,3040.27310879,-46.689534919756,10,21,8,26,7
"Under","REG","Sunday","Home",44,7,7,0,"outdoors","grass",61,18,2988.51362241,26.54885217988,6,28,4,7,-19
"Under","REG","Sunday","Home",41,14,7,0,"dome","fieldturf",72,0,3037.67650875,17.02137356203,18,16,27,26,1
"Over","REG","Sunday","Home",38.5,14,7,1,"outdoors","fieldturf",60,9,2989.13621651,-6.75906985912,25,28,6,16,7
"Under","REG","Monday","Home",47,8,8,0,"outdoors","grass",47,7,3032.39777541,12.5056014745,20,18,30,13,-15
"Over","REG","Sunday","Home",41.5,7,7,1,"outdoors","grass",50,2,3258.314565,5.38914955646,6,26,14,12,-22
"Over","REG","Sunday","Home",34,7,14,0,"outdoors","grass",56,9,2987.83034983,-113.7178259234,15,9,17,26,15
"Under","REG","Sunday","Home",39.5,7,7,1,"outdoors","grass",64,10,2972.73145655,-16.00910606771,30,30,30,30,0
"Over","REG","Sunday","Home",39.5,6,7,1,"outdoors","astroturf",22,8,2932.97325503,14.37213418786,28,6,32,26,16
"Under","REG","Saturday","Home",34.5,6,7,1,"outdoors","grass",42,10,3187.69528953,-9.5987357055,19,12,6,26,27
"Over","REG","Sunday","Home",45.5,10,10,1,"outdoors","fieldturf",37,8,3115.34723533,15.53566748036,8,14,2,5,-3
"Under","REG","Sunday","Home",40,7,7,0,"outdoors","fieldturf",68,3,2876.50755376,-4.32254377947,24,26,3,19,14
"Over","REG","Sunday","Home",46,7,7,0,"dome","fieldturf",72,0,2917.63302711159,-125.734580278561,12,23,10,3,-18
"Under","REG","Monday","Home",41.5,7,7,1,"outdoors","grass",74,8,2974.5569147,-4.3579057237,32,32,32,32,0
"Over","REG","Monday","Home",39.5,9,8,1,"dome","astroturf",72,0,3087.63103343,-121.08256933883,8,19,7,11,-7
"Over","REG","Sunday","Home",37,7,7,0,"outdoors","grass",68,9,2913.73918132,4.8487239089174,17,9,28,25,5
"Under","REG","Sunday","Home",43.5,14,13,1,"dome","sportturf",72,0,2833.64722595008,-59.1713242046296,16,13,5,28,26
"Over","REG","Monday","Home",47,8,8,0,"outdoors","fieldturf",47,8,3260.16096531,-18.55728207813,17,13,12,4,-4
"Under","REG","Sunday","Home",40.5,10,7,1,"outdoors","fieldturf",35,21,3242.24121076,20.70667035598,5,21,30,9,-37
"Over","REG","Sunday","Home",35,7,7,0,"open","grass",72,0,2796.61416261,-38.10448146869,32,29,20,29,12
"Over","REG","Sunday","Home",48,7,7,1,"closed","fieldturf",72,0,2882.67832211,49.5915102164,26,14,12,6,6
"Over","REG","Sunday","Home",41,7,6,1,"outdoors","grass",40,20,3064.57514152,28.92567000106,18,16,5,25,22
"Under","REG","Sunday","Home",49,7,7,0,"outdoors","grass",87,4,3098.59683119829,-2.05193324380272,4,26,17,20,-19
"Under","REG","Sunday","Home",49.5,14,7,0,"closed","matrixturf",72,0,2992.5848217127,16.5230630021355,24,27,12,1,-14
"Over","REG","Sunday","Home",49.5,10,7,1,"open","grass",72,0,2826.6074192,11.9801223627,13,8,23,21,3
"Over","REG","Sunday","Home",41,14,7,0,"outdoors","grass",58,8,2898.92919113,9.86072979488,25,9,17,12,11
"Over","REG","Sunday","Home",40.5,7,7,1,"outdoors","grass",64,17,2849.26516052,-57.1210145409,25,21,6,23,21
"Over","REG","Sunday","Home",47,7,7,0,"outdoors","fieldturf",61,5,3052.92411137,9.23740619859,25,19,3,7,10
"Over","REG","Sunday","Home",34.5,10,7,1,"outdoors","sportturf",42,5,2996.39416598,-93.8988927114,23,21,12,10,0
"Over","REG","Sunday","Home",47.5,7,7,0,"dome","matrixturf",72,0,3031.45681864479,-1.16169842696951,9,20,10,23,2
"Under","REG","Sunday","Home",43,7,7,0,"outdoors","grass",81,5,2922.49100167561,-169.026232523283,29,1,4,20,44
"Under","REG","Sunday","Home",46.5,7,7,1,"outdoors","astroplay",22,16,3097.74343641,40.741140757,24,10,24,10,0
"Over","REG","Monday","Home",34,8,8,0,"outdoors","grass",64,12,3231.49251511,7.2212704818,9,8,13,24,12
"Over","REG","Sunday","Home",49.5,14,7,1,"outdoors","grass",77,8,2933.89016678,3.08060278252,22,17,9,4,0
"Over","REG","Sunday","Home",43,7,7,1,"outdoors","grass",67,0,2996.97585948,-7.045546053863,1,21,11,22,-9
"Under","REG","Sunday","Home",45,14,14,0,"outdoors","grass",42,13,3269.72306804268,-3.06335657629058,19,3,27,13,2
"Under","REG","Sunday","Home",38.5,7,7,0,"outdoors","grass",32,12,2606.23131609,20.5079456027,28,12,21,22,17
"Under","REG","Monday","Home",50,8,8,1,"dome","fieldturf",72,0,3285.30884679,9.75242070512,14,6,16,5,-3
"Over","REG","Sunday","Home",39,7,7,0,"outdoors","grass",61,12,2953.93174676,-37.910426416674,32,32,32,32,0
"Under","REG","Monday","Home",46.5,15,8,0,"outdoors","grass",59,8,3233.05040118,-31.78682145444,19,9,19,11,2
"Under","REG","Sunday","Home",41.5,6,7,0,"outdoors","grass",59,5,3039.19680753,-1.10457375261,6,2,28,26,2
"Under","DIV","Sunday","Home",47,7,14,1,"outdoors","fieldturf",59,0,3178.25313272,8.29827155546,3,5,3,7,2
"Under","REG","Sunday","Home",49.5,7,7,0,"dome","matrixturf",72,0,2939.27124872978,6.89401684233208,3,27,20,29,-15
"Under","REG","Sunday","Home",49,7,7,0,"closed","fieldturf",72,0,3080.62469332452,-22.0837198580321,32,32,32,32,0
"Under","REG","Sunday","Home",41.5,7,7,0,"open","grass",70,1,2859.25562183135,-149.346202776948,21,8,27,20,6
"Under","REG","Sunday","Home",42,14,7,1,"outdoors","grass",64,5,3198.8275641,-12.55337056279,20,11,7,18,20
"Over","REG","Sunday","Home",47.5,7,7,1,"outdoors","grass",89,0,3096.10022122,-2.8835951412,32,32,32,32,0
"Over","REG","Sunday","Home",48,7,6,1,"open","grass",72,0,3199.81772523,37.0480249481,9,12,20,3,-20
"Over","REG","Friday","Home",47.5,5,5,0,"outdoors","grass",33,7,3190.39472223,40.8039826465,13,17,14,12,-6
"Under","REG","Sunday","Home",36,7,7,1,"outdoors","fieldturf",38,0,2835.14656818703,-102.033142460364,31,8,19,21,25
"Over","REG","Sunday","Home",42.5,7,6,1,"outdoors","grass",39,13,2894.59896444,-130.7603691583,2,23,7,23,-5
"Over","REG","Thursday","Home",46.5,4,4,1,"dome","fieldturf",72,0,3096.12098523,39.42106259606,10,18,7,4,-11
"Over","WC","Saturday","Home",59.5,6,6,0,"dome","sportturf",72,0,3222.24508171,83.4069831032,1,7,8,2,-12
"Under","REG","Monday","Home",45,8,8,1,"dome","fieldturf",72,0,3022.48371243,23.5800323008,9,15,3,4,-5
"Over","REG","Sunday","Home",46.5,7,7,1,"outdoors","fieldturf",77,0,3131.30489037,41.78977067624,2,20,27,20,-25
"Under","REG","Sunday","Home",44.5,7,7,1,"outdoors","grass",60,6,3044.69499095,30.9909922167,9,6,26,12,-11
"Under","REG","Sunday","Home",38,7,13,1,"outdoors","astroturf",70,5,2745.39192578,-38.8729855498,27,1,24,13,15
"Over","REG","Sunday","Home",41.5,7,7,0,"outdoors","fieldturf",70,4,2939.32508203,-5.73108150325,30,18,1,26,37
"Under","REG","Sunday","Home",44.5,7,7,0,"outdoors","grass",70,2,2803.21734751809,-75.9457970678633,23,28,13,14,-4
"Over","REG","Sunday","Home",39.5,7,6,0,"outdoors","grass",70,7,3128.09605427,10.696842672463,19,19,1,4,3
"Over","REG","Sunday","Home",44.5,7,7,1,"outdoors","grass",63,8,2978.93475262,19.47377520367,16,11,28,29,6
"Under","REG","Sunday","Home",51,7,7,0,"dome","astroturf",72,0,2992.46606691,-24.43169626803,2,30,20,19,-29
"Under","REG","Sunday","Home",47.5,7,7,0,"outdoors","grass",69,4,3098.42653362,16.27288959492,32,32,32,32,0
"Over","REG","Sunday","Home",35.5,7,7,0,"outdoors","grass",16,20,2814.32501098,-29.6122916792,32,2,31,16,15
"Over","REG","Monday","Home",43.5,8,8,1,"outdoors","grass",38,12,2978.47957613,33.0893840614,21,2,23,6,2
"Under","REG","Sunday","Home",44,7,7,0,"outdoors","grass",77,5,3041.3387722,19.480608224288,30,30,30,30,0
"Under","REG","Sunday","Home",43,7,7,1,"outdoors","astroturf",24,8,3160.04030382798,9.83841066317308,7,16,25,27,-7
"Over","REG","Sunday","Home",40,7,7,0,"outdoors","fieldturf",46,6,3017.61180909,1.18359637791,15,23,12,14,-6
"Over","REG","Sunday","Home",50,7,7,0,"dome","fieldturf",72,0,2804.43023093,-74.9025752168,14,29,13,9,-19
"Over","REG","Sunday","Home",44.5,7,14,0,"dome","fieldturf",72,0,2843.81437053,-41.23741120338,12,21,7,13,-3
"Under","REG","Sunday","Home",48,7,7,0,"outdoors","grass",57,7,2754.37729792743,60.4670597925745,26,19,7,11,11
"Over","REG","Sunday","Home",48.5,14,7,1,"outdoors","fieldturf",51,2,2998.31377606,26.65983381249,17,16,8,5,-2
"Under","REG","Sunday","Home",40.5,7,14,1,"outdoors","grass",74,5,2724.7104782,-7.90756596553,30,1,26,23,26
"Over","REG","Sunday","Home",43,7,7,0,"closed","grass",72,0,2960.29670251,-5.10961294074,6,5,1,27,27
"Under","REG","Sunday","Home",39,7,7,1,"outdoors","grass",89,10,3078.45075646,-62.4142472784,11,12,24,28,3
"Under","REG","Sunday","Home",39.5,7,7,1,"dome","astroplay",72,0,2844.24187755,-26.6722111476,32,32,32,32,0
"Over","REG","Sunday","Home",38,7,7,1,"dome","fieldturf",72,0,3042.65406523,29.3522276175,1,20,23,22,-20
"Under","REG","Thursday","Home",40,7,7,0,"outdoors","grass",72,7,3017.46489444,-19.44588675172,32,32,32,32,0
